"STATION","NAME","DATE","AWND","PRCP","SNWD","TAVG","TMAX","TMIN"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-04-25","4.25","0.00","0.0",,"58","28"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-04-26","4.25","0.00","0.0",,"61","43"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-04-27","2.46","0.00","0.0",,"66","40"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-04-28","2.01","0.00","0.0",,"68","35"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-04-29","3.58","0.05","0.0",,"63","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-04-30","2.91","0.23","0.0",,"48","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-01","2.46","0.02","0.0",,"53","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-02","8.95","0.03","0.0",,"53","41"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-03","5.37","0.00","0.0",,"57","36"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-04","6.93","0.00","0.0",,"58","33"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-05","2.46","0.10","0.0",,"38","31"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-06","4.25","0.00","0.0",,"60","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-07","4.47","0.00","0.0",,"62","35"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-08","3.80","0.00","0.0",,"60","30"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-09","4.70","0.01","0.0",,"57","31"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-10","4.25","0.00","0.0",,"57","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-11","4.70","0.00","0.0",,"62","34"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-12","6.49","0.00","0.0",,"65","35"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-13","5.37","0.05","0.0",,"53","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-14","4.03","0.00","0.0",,"65","32"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-15","4.25","0.01","0.0",,"66","40"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-16","2.24","0.00","0.0",,"62","40"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-17","6.26","0.00","0.0",,"69","36"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-18","8.50","0.00","0.0",,"73","41"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-19","12.53","0.00","0.0",,"76","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-20","4.03","0.00","0.0",,"65","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-21","2.01","0.00","0.0",,"72","42"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-22","5.82","0.00","0.0",,"74","46"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-23","2.46","0.00","0.0",,"74","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-24","3.13","0.02","0.0",,"77","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-25","2.91","0.00","0.0",,"77","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-26","4.03","0.00","0.0",,"80","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-27","3.80","0.00","0.0",,"82","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-28","2.91","0.00","0.0",,"78","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-29","1.57","0.00","0.0",,"80","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-30","4.03","0.00","0.0",,"80","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-05-31","3.58","0.00","0.0",,"77","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-01","4.70","0.01","0.0",,"74","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-02","3.36","0.00","0.0",,"79","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-03","4.03","0.01","0.0",,"75","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-04","3.13","0.08","0.0",,"67","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-05","4.92","0.05","0.0",,"57","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-06","1.12","0.02","0.0",,"58","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-07","3.13","0.00","0.0",,"70","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-08","4.47","0.14","0.0",,"68","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-09","2.01","0.01","0.0",,"67","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-10","2.68","0.00","0.0",,"71","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-11","3.13","0.01","0.0",,"60","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-12","4.25","0.24","0.0",,"59","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-13","5.59","0.15","0.0",,"65","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-14","3.80","0.00","0.0",,"73","46"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-15","4.47","0.00","0.0",,"67","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-16","4.70","0.00","0.0",,"68","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-17","3.80","0.00","0.0",,"64","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-18","4.03","0.00","0.0",,"69","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-19","4.25","0.00","0.0",,"68","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-20","3.36","0.26","0.0",,"61","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-21","3.80","0.04","0.0",,"76","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-22","3.13","0.00","0.0",,"76","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-23","4.47","0.00","0.0",,"78","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-24","3.36","0.00","0.0",,"77","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-25","3.58","0.01","0.0",,"77","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-26","6.49","0.16","0.0",,"73","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-27","3.13","0.04","0.0",,"68","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-28","3.58","0.00","0.0",,"73","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-29","2.91","0.11","0.0",,"63","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-06-30","2.68","0.02","0.0",,"69","55"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-01","2.01","0.00","0.0",,"76","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-02","3.80","0.00","0.0",,"73","58"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-03","4.47","0.08","0.0",,"75","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-04","3.80","0.00","0.0",,"71","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-05","3.58","0.38","0.0",,"71","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-06","4.25","0.00","0.0",,"72","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-07","3.36","0.00","0.0",,"75","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-08","1.79","0.00","0.0",,"81","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-09","5.37","0.00","0.0",,"85","58"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-10","3.13","0.00","0.0",,"81","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-11","11.18","0.00","0.0",,"74","59"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-12","6.71","0.00","0.0",,"77","60"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-13","4.47","0.02","0.0",,"66","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-14","8.50","0.05","0.0",,"68","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-15","4.03","0.09","0.0",,"61","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-16","4.92","0.00","0.0",,"67","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-17","3.80","0.62","0.0",,"67","55"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-18","3.13","0.00","0.0",,"74","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-19","4.03","0.10","0.0",,"69","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-20","2.91","0.03","0.0",,"71","55"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-21","2.68","1.35","0.0",,"68","55"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-22","4.47","0.00","0.0",,"69","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-23","2.68","0.00","0.0",,"67","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-24","2.24","0.10","0.0",,"67","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-25","3.58","0.00","0.0",,"72","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-26","3.58","0.28","0.0",,"73","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-27","2.46","0.01","0.0",,"67","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-28","4.70","0.00","0.0",,"71","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-29","2.01","0.00","0.0",,"68","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-30","0.67","0.00","0.0",,"75","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-07-31","3.13","0.00","0.0",,"83","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-01","4.92","0.00","0.0",,"83","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-02","5.14","0.00","0.0",,"80","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-03","2.01","0.00","0.0",,"83","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-04","3.13","0.00","0.0",,"83","60"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-05","4.25","0.15","0.0",,"68","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-06","7.83","0.01","0.0",,"69","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-07","4.03","0.06","0.0",,"69","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-08","4.03","0.00","0.0",,"73","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-09","3.58","0.00","0.0",,"68","55"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-10","2.24","0.01","0.0",,"66","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-11","2.68","0.01","0.0",,"69","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-12","1.79","0.17","0.0",,"67","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-13","2.01","0.00","0.0",,"66","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-14","4.03","0.00","0.0",,"80","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-15","8.28","0.00","0.0",,"91","59"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-16","3.36","0.00","0.0",,"77","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-17","6.93","0.05","0.0",,"68","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-18","8.50","0.02","0.0",,"61","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-19","3.80","0.00","0.0",,"58","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-20","1.12","0.00","0.0",,"66","46"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-21","4.03","0.00","0.0",,"69","40"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-22","4.70","0.00","0.0",,"69","41"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-23","3.80","0.00","0.0",,"69","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-24","2.91","0.07","0.0",,"69","41"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-25","5.37","0.00","0.0",,"63","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-26","4.03","0.00","0.0",,"66","41"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-27","2.91","0.07","0.0",,"64","40"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-28","2.46","0.69","0.0",,"57","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-29","3.80","0.00","0.0",,"61","45"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-30","2.01","0.14","0.0",,"64","42"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-08-31","2.68","0.01","0.0",,"67","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-01","1.79","0.00","0.0",,"67","42"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-02","2.01","0.00","0.0",,"65","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-03","1.12","0.00","0.0",,"61","37"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-04","2.91","0.02","0.0",,"61","41"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-05","0.67","0.04","0.0",,"59","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-06","2.68","0.00","0.0",,"66","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-07","3.13","0.27","0.0",,"61","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-08","3.36","0.78","0.0",,"56","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-09","7.16","0.08","0.0",,"68","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-10","4.47","0.00","0.0",,"67","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-11","1.12","0.00","0.0",,"67","40"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-12","0.22","0.00","0.0",,"67","35"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-13","0.89","0.00","0.0",,"70","37"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-14","0.89","0.00","0.0",,"69","37"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-15","1.34","0.00","0.0",,"68","35"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-16","0.89","0.00","0.0",,"67","36"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-17","1.57","0.00","0.0",,"63","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-18","2.46","0.00","0.0",,"65","35"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-19","5.59","0.00","0.0",,"65","37"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-20","2.91","0.00","0.0",,"65","34"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-21","6.71","0.00","0.0",,"64","33"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-22","11.41","0.00","0.0",,"49","32"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-23","10.96","0.00","0.0",,"47","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-24","11.63","0.00","0.0",,"43","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-25","8.50","0.00","0.0",,"44","23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-26","5.37","0.00","0.0",,"40","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-27","1.57","0.00","0.0",,"38","16"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-28","4.70","0.00","0.0",,"39","14"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-29","7.83","0.00","0.0",,"40","22"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-09-30","3.36","0.00","0.0",,"57","28"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-01","5.82","0.01","0.0",,"59","35"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-02","3.58","0.00","0.0",,"59","33"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-03","3.80","0.00","0.0",,"57","28"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-04","3.80","0.00","0.0",,"49","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-05","4.25","0.00","0.0",,"48","23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-06","2.91","0.01","0.0",,"40","28"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-07","0.67","0.02","0.0",,"36","28"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-08","0.00","0.00","0.0",,"36","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-09","3.36","0.00","0.0",,"42","24"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-10","3.58","0.05","0.0",,"33","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-11","0.89","0.01","1.0",,"33","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-12","2.01","0.09","1.0",,"32","26"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-13","3.58","0.00","2.0",,"29","25"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-14","3.58","0.00","1.0",,"31","12"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-15","4.47","0.00","1.0",,"26","9"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-16","6.71","0.00","1.0",,"30","10"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-17","7.83","0.00","1.0",,"40","19"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-18","8.72","0.09","1.0",,"32","26"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-19","0.89","0.00","3.0",,"29","17"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-20","0.45","0.00","3.0",,"36","10"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-21","2.46","0.00","3.0",,"39","8"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-22","0.67","0.00","3.0",,"37","11"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-23","1.34","0.00","3.0",,"38","13"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-24","5.14","0.00","3.0",,"32","8"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-25","6.49","0.00","3.0",,"36","12"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-26","1.34","0.00","2.0",,"27","19"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-27","1.57","0.00","2.0",,"32","8"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-28","3.13","0.00","2.0",,"36","19"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-29","1.12","0.17","2.0",,"26","23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-30","1.12","0.00","5.0",,"29","1"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-10-31","2.01","0.00","5.0",,"16","-4"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-01","6.04","0.00","5.0",,"31","7"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-02","2.68","0.00","4.0",,"23","3"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-03","5.37","0.00","4.0",,"37","3"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-04","4.25","0.00","4.0",,"36","20"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-05","1.12","0.00","4.0",,"25","3"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-06","1.34","0.00","4.0",,"13","2"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-07","1.79","0.07","4.0",,"16","12"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-08","0.89","0.00","5.0",,"19","2"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-09","0.00","0.01","5.0",,"20","15"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-10","2.24","0.00","5.0",,"21","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-11","4.70","0.00","5.0",,"19","-1"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-12","5.14","0.00","5.0",,"21","6"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-13","2.01","0.08","6.0",,"20","14"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-14","1.34","0.08","6.0",,"21","12"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-15","1.12","0.06","6.0",,"17","2"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-16","1.57","0.00","7.0",,"5","-11"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-17","1.12","0.00","7.0",,"1","-13"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-18","0.67","0.07","7.0",,"18","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-19","0.89","0.07","8.0",,"18","2"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-20","0.45","0.19","9.0",,"25","17"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-21","1.34","0.00","10.0",,"30","14"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-22","2.24","0.50","10.0",,"34","17"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-23","1.12","0.32","8.0",,"35","33"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-24","1.34","0.13","8.0",,"34","28"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-25","6.93","0.02","7.0",,"29","21"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-26","4.92","0.06","8.0",,"23","8"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-27","1.34","0.04","9.0",,"14","-2"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-28","1.12","0.01","10.0",,"7","-14"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-29","0.00","0.00","10.0",,"-12","-29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-11-30","0.67","0.00","10.0",,"-24","-32"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-12-01","0.00","0.00","10.0",,"-20","-29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-12-02","0.89","0.00","10.0",,"-8","-25"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-12-03","1.34","0.00","10.0",,"10","-16"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-12-04","2.01","0.04","10.0",,"14","-2"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-12-05","0.00","0.00","10.0",,"-1","-22"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-12-06","0.00","0.00","10.0",,"-12","-23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-12-07","0.00","0.00","10.0",,"-17","-24"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2010-12-08","0.00","0.00","10.0",,"-16","-28"
